Application ID,Name,Email,Cohort,Submission Date
APP8311,User100,User100@example.com,Data Science 101,2024-11-21
APP7946,User478,User478@example.com,Data Science 101,2024-10-26
APP4459,User627,User627@example.com,AI Bootcamp,2024-11-13
APP9008,User837,User837@example.com,Data Science 101,2024-11-21
APP3322,User521,User521@example.com,AI Bootcamp,2024-11-02
APP7774,User270,User270@example.com,Data Science 101,2024-10-26
APP6807,User239,User239@example.com,AI Bootcamp,2024-11-17
APP8775,User689,User689@example.com,Data Science 101,2024-11-20
APP4030,User828,User828@example.com,Python Basics,2024-11-04
APP2374,User979,User979@example.com,Data Science 101,2024-11-03
APP2017,User170,User170@example.com,Data Science 101,2024-11-24
APP8545,User321,User321@example.com,Data Science 101,2024-11-04
APP8102,User894,User894@example.com,Python Basics,2024-11-22
APP5540,User365,User365@example.com,AI Bootcamp,2024-11-10
APP1943,User902,User902@example.com,AI Bootcamp,2024-11-04
APP6921,User995,User995@example.com,AI Bootcamp,2024-11-19
APP4109,User619,User619@example.com,Python Basics,2024-11-17
APP5954,User734,User734@example.com,Data Science 101,2024-11-11
APP9250,User909,User909@example.com,Data Science 101,2024-11-16
APP5387,User949,User949@example.com,Data Science 101,2024-11-22
APP2508,User348,User348@example.com,AI Bootcamp,2024-11-24
APP4265,User763,User763@example.com,AI Bootcamp,2024-11-13
APP8128,User159,User159@example.com,AI Bootcamp,2024-11-11
APP7518,User864,User864@example.com,Python Basics,2024-11-10
APP1222,User487,User487@example.com,Data Science 101,2024-11-19
APP6612,User975,User975@example.com,AI Bootcamp,2024-11-12
APP1226,User733,User733@example.com,AI Bootcamp,2024-11-10
APP2090,User291,User291@example.com,AI Bootcamp,2024-11-23
APP2139,User559,User559@example.com,Python Basics,2024-11-17
APP7939,User359,User359@example.com,Python Basics,2024-11-21
APP6823,User812,User812@example.com,Python Basics,2024-11-09
APP8813,User333,User333@example.com,Python Basics,2024-10-28
APP7140,User801,User801@example.com,Python Basics,2024-11-19
APP8579,User909,User909@example.com,Python Basics,2024-11-23
APP8591,User190,User190@example.com,AI Bootcamp,2024-10-28
APP9310,User119,User119@example.com,AI Bootcamp,2024-11-04
APP6672,User134,User134@example.com,AI Bootcamp,2024-11-15
APP4184,User269,User269@example.com,Data Science 101,2024-10-30
APP8096,User455,User455@example.com,Data Science 101,2024-11-16
APP9607,User862,User862@example.com,Python Basics,2024-11-09
APP2198,User771,User771@example.com,Data Science 101,2024-11-06
APP5205,User768,User768@example.com,Python Basics,2024-11-17
APP6138,User428,User428@example.com,Python Basics,2024-11-24
APP5150,User485,User485@example.com,Python Basics,2024-11-01
APP3735,User727,User727@example.com,Data Science 101,2024-11-24
APP1555,User640,User640@example.com,Python Basics,2024-11-04
APP6767,User413,User413@example.com,Python Basics,2024-11-23
APP6141,User833,User833@example.com,Python Basics,2024-11-17
APP3215,User381,User381@example.com,AI Bootcamp,2024-11-16
APP1847,User555,User555@example.com,Python Basics,2024-11-03
APP3888,User230,User230@example.com,Data Science 101,2024-11-20
APP8138,User533,User533@example.com,Python Basics,2024-11-02
APP5799,User693,User693@example.com,Data Science 101,2024-11-05
APP8259,User210,User210@example.com,Python Basics,2024-11-11
APP1244,User290,User290@example.com,Data Science 101,2024-10-31
APP5772,User177,User177@example.com,Data Science 101,2024-11-13
APP8935,User464,User464@example.com,Data Science 101,2024-11-09
APP1964,User394,User394@example.com,AI Bootcamp,2024-11-07
APP3254,User758,User758@example.com,Python Basics,2024-11-24
APP3326,User809,User809@example.com,Data Science 101,2024-11-17
APP8191,User900,User900@example.com,AI Bootcamp,2024-11-01
APP3465,User770,User770@example.com,Data Science 101,2024-10-30
APP9261,User752,User752@example.com,Data Science 101,2024-11-11
APP3276,User190,User190@example.com,AI Bootcamp,2024-11-07
APP7140,User963,User963@example.com,AI Bootcamp,2024-11-05
APP8852,User114,User114@example.com,Data Science 101,2024-11-18
APP6664,User739,User739@example.com,Data Science 101,2024-10-30
APP5590,User267,User267@example.com,AI Bootcamp,2024-11-05
APP8393,User237,User237@example.com,Python Basics,2024-10-27
APP3825,User910,User910@example.com,Python Basics,2024-10-26
APP9119,User248,User248@example.com,Python Basics,2024-11-07
APP1742,User706,User706@example.com,Data Science 101,2024-10-27
APP8579,User622,User622@example.com,Data Science 101,2024-11-03
APP5642,User616,User616@example.com,Data Science 101,2024-11-08
APP6015,User144,User144@example.com,Python Basics,2024-11-15
APP6331,User123,User123@example.com,Data Science 101,2024-10-31
APP7847,User426,User426@example.com,Python Basics,2024-11-16
APP3626,User666,User666@example.com,Python Basics,2024-11-16
APP3603,User806,User806@example.com,AI Bootcamp,2024-10-31
APP8380,User240,User240@example.com,Data Science 101,2024-11-10
APP3224,User474,User474@example.com,AI Bootcamp,2024-11-11
APP1933,User811,User811@example.com,Data Science 101,2024-11-06
APP5428,User775,User775@example.com,Data Science 101,2024-10-29
APP5226,User583,User583@example.com,Data Science 101,2024-11-19
APP4897,User802,User802@example.com,Python Basics,2024-11-04
APP8466,User264,User264@example.com,AI Bootcamp,2024-10-30
APP8347,User799,User799@example.com,Python Basics,2024-11-10
APP6975,User667,User667@example.com,Python Basics,2024-10-28
APP3511,User546,User546@example.com,Data Science 101,2024-11-09
APP4779,User652,User652@example.com,Python Basics,2024-11-17
APP3510,User454,User454@example.com,Python Basics,2024-11-04
APP8980,User907,User907@example.com,Python Basics,2024-11-17
APP4331,User274,User274@example.com,Python Basics,2024-11-07
APP9514,User150,User150@example.com,Python Basics,2024-10-29
APP7517,User257,User257@example.com,AI Bootcamp,2024-11-23
APP5029,User355,User355@example.com,Data Science 101,2024-11-23
APP5372,User885,User885@example.com,Python Basics,2024-11-14
APP9531,User420,User420@example.com,Data Science 101,2024-11-14
APP5008,User828,User828@example.com,Data Science 101,2024-11-12
APP5538,User239,User239@example.com,AI Bootcamp,2024-11-06
APP7308,User133,User133@example.com,Data Science 101,2024-11-07
APP3105,User327,User327@example.com,AI Bootcamp,2024-11-13
APP9634,User253,User253@example.com,Python Basics,2024-11-21
APP5300,User444,User444@example.com,Data Science 101,2024-11-05
APP1682,User290,User290@example.com,AI Bootcamp,2024-11-03
APP1967,User945,User945@example.com,Data Science 101,2024-11-23
APP5564,User831,User831@example.com,Python Basics,2024-11-23
APP8017,User623,User623@example.com,Data Science 101,2024-11-12
APP7550,User825,User825@example.com,Data Science 101,2024-10-27
APP5199,User893,User893@example.com,AI Bootcamp,2024-11-18
APP6972,User651,User651@example.com,AI Bootcamp,2024-11-08
APP3002,User243,User243@example.com,AI Bootcamp,2024-11-09
APP1773,User787,User787@example.com,Data Science 101,2024-11-12
APP6021,User579,User579@example.com,Data Science 101,2024-11-09
APP6497,User784,User784@example.com,Data Science 101,2024-11-01
APP4776,User316,User316@example.com,Python Basics,2024-10-31
APP5461,User253,User253@example.com,Python Basics,2024-11-14
APP3463,User462,User462@example.com,AI Bootcamp,2024-11-17
APP3468,User179,User179@example.com,AI Bootcamp,2024-11-17
APP4593,User929,User929@example.com,Data Science 101,2024-11-01
APP9091,User366,User366@example.com,AI Bootcamp,2024-11-21
APP5390,User508,User508@example.com,Data Science 101,2024-11-06
APP8838,User942,User942@example.com,Python Basics,2024-11-11
APP8015,User858,User858@example.com,Data Science 101,2024-10-31
APP4603,User716,User716@example.com,Data Science 101,2024-11-20
APP7483,User284,User284@example.com,Data Science 101,2024-11-23
APP7574,User370,User370@example.com,Data Science 101,2024-10-27
APP7805,User713,User713@example.com,Python Basics,2024-11-15
APP3032,User359,User359@example.com,Data Science 101,2024-11-20
APP5385,User622,User622@example.com,AI Bootcamp,2024-11-18
APP8704,User642,User642@example.com,Python Basics,2024-11-22
APP2959,User590,User590@example.com,AI Bootcamp,2024-10-27
APP1220,User735,User735@example.com,AI Bootcamp,2024-11-10
APP7449,User127,User127@example.com,Data Science 101,2024-11-04
APP3631,User947,User947@example.com,Data Science 101,2024-11-07
APP3733,User933,User933@example.com,Python Basics,2024-11-20
APP7130,User128,User128@example.com,Data Science 101,2024-11-01
APP5149,User310,User310@example.com,Data Science 101,2024-11-24
APP8915,User639,User639@example.com,Data Science 101,2024-11-04
APP2810,User846,User846@example.com,AI Bootcamp,2024-11-04
APP7230,User827,User827@example.com,Python Basics,2024-11-15
APP7011,User508,User508@example.com,Python Basics,2024-11-18
APP4428,User331,User331@example.com,Data Science 101,2024-11-19
APP7806,User258,User258@example.com,AI Bootcamp,2024-11-12
APP3179,User880,User880@example.com,Data Science 101,2024-11-07
APP4697,User623,User623@example.com,Python Basics,2024-11-12
APP1168,User731,User731@example.com,Python Basics,2024-11-18
APP1494,User651,User651@example.com,Data Science 101,2024-11-11
APP9417,User971,User971@example.com,AI Bootcamp,2024-11-19
APP2848,User821,User821@example.com,AI Bootcamp,2024-11-17
APP4470,User517,User517@example.com,Python Basics,2024-10-31
APP6009,User558,User558@example.com,Python Basics,2024-11-17
APP1855,User250,User250@example.com,Python Basics,2024-10-29
APP3268,User138,User138@example.com,Data Science 101,2024-11-20
APP8474,User881,User881@example.com,Data Science 101,2024-11-24
APP5539,User888,User888@example.com,AI Bootcamp,2024-11-03
APP2410,User750,User750@example.com,Python Basics,2024-11-04
APP8665,User518,User518@example.com,Data Science 101,2024-11-24
